matricula,numero_bastidor,anno,marca,modelo,categoria,dni_usuario
7554-LSZ,C9K4T39B9G7STEVUU,2020,Mercedes-Benz,C-Class,berlina,42833818K
9822-FXZ,X1SZCGGU7NW48JYS3,2007,Volkswagen,Passat,furgoneta,93557239R
H-6939-NT,USEP346C2AU7DX1X7,1994,Mazda,Mazda6,urbanos,81592966Y
HU-1593-ZL,5M83LANZ2S8S8TKH8,1998,Fiat,Tipo,todoterreno,53655735R
9958-JCR,S0HZW6FE9HBLGCUHM,2016,Hyundai,Santa Fe,urbanos,53866692W
4650-CCC,E7C34YHKX4NTXV8CG,2003,Mazda,Mazda3,todoterreno,49783645F
LO-2526-FZ,J5GBVD600RSCF9X5S,1998,Mazda,Mazda6,deportivo,01538813K
8946-HCC,U0LMTCDE3E9X9F1GM,2013,Ford,Focus,berlina,33262056P
8250-LTM,GEUTS8CN5GYHY74C1,2020,Peugeot,308,descapotable,23573826E
1264-KXL,ZELZHVD16238BXV77,2019,Hyundai,Tucson,cupé,61565295E
CS-1810-RX,97V2HFM26DZW7MNES,1995,Nissan,Leaf,furgoneta,34655679S
3110-DTZ,DR7JSMBTXSZNBHKXK,2006,Hyundai,Tucson,furgoneta,98844106L
TO-8715-WG,WZGTE1FE4XCWASLVD,1993,BMW,M3,todoterreno,82090548Y
H-7408-KM,T55WUXBB1NWLWFW01,1992,Seat,Ibiza,furgoneta,01282758W
CA-4808-RJ,0J6CWL9NX2B1MFEMN,1994,Renault,Kadjar,sedán,58480010A
6557-BVR,TP7TRJK20LSJ0DU4T,2002,Seat,Ateca,berlina,14893268D
MU-2087-CF,B975H2E34GSCL84H0,1994,Volkswagen,Passat,descapotable,38398326X
SO-9116-VG,JRY7WDCL76ARAVFVK,1998,Renault,Megane,berlina,50445264P
9754-LLZ,878C2F307SV4LHBB2,2020,Nissan,Micra,sedán,75064484M
8697-HDM,0H6H5NLM3YZ0RTV0U,2014,Nissan,Qashqai,deportivo,75228187V
5898-JDT,0AFD09T46BW7HGY5V,2016,Peugeot,308,urbanos,13632968V
CR-2991-XL,EMZR7U635J2BDCY8Z,1992,BMW,Z4,berlina,12987418P
O-3855-FV,180VDJU92PNJ3Y9SK,1997,Fiat,500,urbanos,32478910N
SS-8266-NZ,CHDL7CZC0CJPPRY6S,1994,Seat,Ateca,deportivo,97282518Q
2095-KLV,HSJ618869AJFGM0G6,2018,Audi,Q7,SUV,70224526Y
AL-5574-HN,2W6L4SCS60B7DSK8K,1996,Toyota,Corolla,descapotable,84170651N
T-9749-KL,0HZCHA327HLSDE1VT,1996,Mercedes-Benz,GLC,SUV,63636745T
4894-HPH,E4HSH7S47U27KA7LG,2011,Skoda,Fabia,cupé,85275181J
4577-LPF,SW6ACUXK4U87WAF43,2021,Volkswagen,Passat,berlina,22167176Y
7956-FCZ,ZYRP5E8M3EYRJBLR9,2008,Mazda,Mazda3,sedán,32650491J
CO-9284-TL,K03PWNSZ4UBSYZMZZ,1995,Kia,Picanto,todoterreno,42396623X
7163-FYL,9LGPJPXK23R5FX3AK,2007,Mazda,Mazda3,SUV,49596575L
1444-BRW,XXNY7UR0166CNET2W,2001,Audi,A4,sedán,15735879S
AB-9910-YZ,VVH4BYMY9F00CGGW0,1998,Nissan,Micra,todoterreno,42759420M
PM-6834-YK,DE50VCMB0HWWBFC1F,1994,Skoda,Octavia,monovolumen,21082516A
1825-KLT,2U93YJES9P047D00U,2018,Mercedes-Benz,C-Class,SUV,24089148Y
SE-2839-JH,XBF0XUHS7RSPSVUFK,1998,Kia,Sorento,deportivo,70332170X
A-3934-KG,NAUFYSXB2G1YR6R76,1991,BMW,Z4,cupé,16344609G
9626-GKH,G35B80057LGDE7TT9,2009,Kia,Sportage,sedán,81672313A
9014-KVC,RNJGJGRS0U36B6SN9,2019,Nissan,Juke,furgoneta,91291476Z
6637-GYC,1U9W53EB193A0RXX6,2009,Hyundai,i30,berlina,27574060G
7782-CYT,JULSU4CX4UBMVYU1U,2003,Mazda,Mazda3,deportivo,61404939E
PM-3232-JR,Z6YKX86Z2Y22V62RZ,1993,Kia,Sportage,sedán,58605275X
VA-8454-KL,R8FDUCT21PAZKVML5,1999,Skoda,Fabia,cupé,50843278F
3828-LPC,85BK1TXB0HC97U1CH,2022,BMW,320,urbanos,81223147G
6377-BNL,HRY418EX8TGAGZDPU,2002,Volkswagen,Golf,berlina,87779854D
B-4162-MZ,JLYM395D9BBZTDZ02,1996,Mercedes-Benz,S-Class,urbanos,20426260Y
O-3131-GV,G9KGBR3P9VZ75VHRA,1998,Mazda,MX-5,descapotable,28590539K
SG-8370-XJ,9PPT9ELR10WSLY3HK,1997,Volkswagen,Golf,cupé,32752701B
8081-DJR,ZZVLZ3AW41MXXA4C3,2005,Seat,Ibiza,deportivo,10114291H
BU-8042-ZK,BKBPMJ1D3VNKVNAX8,1994,BMW,X5,cupé,05979833V
2387-HJB,S152SRU38Y57GNCHK,2012,BMW,M3,monovolumen,97849129E
6125-JNN,FA07HUPS6A5LMN34G,2016,BMW,M3,cupé,51458806D
L-5035-XD,AWX09R5R69TMJ8FA9,1995,Volkswagen,Passat,descapotable,25218936B
9634-HNP,HWRFSD8P3HJDHZLAU,2012,Kia,Ceed,furgoneta,03156975H
8532-BMN,2PXLR2V2X38JPEXDZ,2000,Fiat,Panda,todoterreno,92451647L
9467-FKW,P4JG4P979HHRZ83WU,2008,Mercedes-Benz,C-Class,sedán,06003949Y
2280-DJZ,14PMU2LU5T880YN7Z,2005,Nissan,Juke,urbanos,60202905Z
9157-MDD,YV1LZMXV863SFLCR6,2023,Audi,A3,descapotable,18880607E
3328-BNG,MS93A6A30SN3ZUAFD,2001,Skoda,Superb,berlina,12369759Z
1751-JKY,6RBR49KH6LUG9EFYK,2016,Seat,Ibiza,sedán,58480010A
1128-BJG,8KMZZ7N85ABR7DA83,2001,Peugeot,308,SUV,08190170P
5782-LCP,DZMTBENL333KN4ACM,2020,Fiat,Panda,monovolumen,20785054T
M-4781-HB,CM0R0VVZ4BW22Z15E,1998,BMW,Z4,monovolumen,37154661R
5638-JFH,P5XJRWCY3PB5MTW0V,2015,Kia,Sorento,deportivo,46759783R
4013-DBK,B89LNZX89S77DRDEV,2005,Toyota,Camry,berlina,42970249Q
L-7145-SN,KVH0LK8P5KU81HJSP,1990,Peugeot,308,SUV,51946635P
CR-2017-VH,63LCHZY90CLSVJX3X,1993,Skoda,Octavia,monovolumen,87766174Z
H-8944-JC,X01JASTR7DWEDHH8J,1994,Nissan,Juke,furgoneta,36669276P
8700-LHY,F8TEVH868VJLP8P5S,2021,BMW,Z4,todoterreno,34656091J
4028-HHW,6896RZU65N4FALUVN,2013,Mazda,MX-5,descapotable,94785977X
MU-5932-NL,ZMJKLWWL3PA3H9XJL,1996,BMW,320,SUV,52958919Q
3665-BDB,EHKLKYE34H2RVKV5F,2001,Kia,Sportage,sedán,16323349L
GR-2925-XW,PTTHASRRXZ4TVASHR,1998,Ford,Kuga,cupé,28590539K
O-9727-VF,5XV0Y50D1GMUDBWFG,1996,Nissan,Leaf,descapotable,03156975H
1063-HGZ,2776NY62XBMLB743T,2011,Seat,Ateca,todoterreno,20329103R
7078-BSY,N49L3BFU76MEBB4FU,2001,Mazda,Mazda3,furgoneta,35887391P
2321-HPF,VKYV99EV85MUEL6WT,2014,Peugeot,208,urbanos,09489399J
2904-JCT,3B28DYG79C6TB5X8C,2016,Renault,Scenic,sedán,16177844N
5277-GZJ,EFZNEFAY0RHM9PYS1,2010,Honda,Accord,furgoneta,44693220B
ZA-3112-MY,1CSVYWAB93Z4ME04A,1997,Nissan,Micra,todoterreno,62149777M
7864-KNS,LJK0F74H1453MYRXP,2019,Ford,Fiesta,monovolumen,01347649X
8465-GHX,CXKCUCMB9XY18ST3T,2010,Fiat,Punto,berlina,31102423Y
8958-HMB,6700036S4KWPW9PDK,2012,Ford,Mustang,sedán,64116919A
SA-7003-BV,2JWV60295LUFDXDLP,1998,Ford,Focus,furgoneta,75562693B
7316-JMY,J3BS3YZF6269BNAHV,2015,Mercedes-Benz,C-Class,urbanos,66774213S
9087-JSW,KY0UZ08L3K3DCJYSL,2016,Peugeot,3008,berlina,98902123F
9246-JTS,TPJAJHD0XXRLKG9G2,2016,Honda,Accord,descapotable,79380599D
5180-MRZ,CF6VXW26077KEHJKW,2023,Audi,A4,descapotable,20792261P
P-9422-KF,PJZJ67RB60WZ7C074,1990,Ford,Kuga,monovolumen,55728754F
PM-7515-KF,2YBTS6CJ578YSEJ10,1991,Honda,CR-V,descapotable,33035559S
5219-JHB,Z7DDGLYL7T83NWCN0,2016,Mazda,MX-5,furgoneta,04603209N
3014-HWZ,ZVHLB3W0XZRCMVVDZ,2012,Hyundai,Elantra,monovolumen,72667188E
1023-BZV,U5A1PC2A5LEXVDLAG,2002,Mazda,MX-5,sedán,84992084T
9193-FCS,8N0JLG236K4Z73P1U,2008,Seat,Leon,urbanos,71603119W
9680-CSY,PNEMX5BY9KTAVVAHY,2003,Ford,Fiesta,deportivo,65709428S
4025-MVF,G7ZKEL6S3R2LZWDUH,2023,Audi,Q7,furgoneta,01692782M
6332-GZP,6XLTG3FG6RGVTK0NS,2010,BMW,Z4,urbanos,56307711P
C-7585-NM,40ST9V2G09PH0W1DT,1998,Renault,Megane,SUV,60274576V
8701-MPX,99FULLBV8HZ4V05UG,2023,Fiat,Punto,sedán,44371891S
V-1504-ZT,AYCJG2GV6XHLH8EE6,1998,Volkswagen,Golf,deportivo,38094202S
5035-GSZ,TTLC0AJ7XW86ZG61V,2009,BMW,X5,descapotable,81671366E
LE-4926-XS,F8YBW8HSX999VDU84,1999,Audi,A3,berlina,59906083F
5966-BVX,R1TGBWTU1GS2TBVRG,2000,Seat,Ibiza,SUV,42250007L
GU-8612-XY,AM23NWKCX6LM42WB1,1991,Toyota,RAV4,furgoneta,70332170X
1231-LTW,92RPM02A7ELXPX4HZ,2022,Ford,Mustang,cupé,59979324Q
8717-HPY,3V9Z5BB2XHG64V6TF,2012,Audi,Q5,deportivo,04988910A
3684-FFL,S1KNX6N41SB1DC3MH,2007,Fiat,500,deportivo,25464805X
TE-5296-DW,9MUP20MS6XY3HSF70,1991,Renault,Scenic,sedán,01347649X
9565-HDB,4980WX7X3X2R5T308,2011,Mercedes-Benz,GLC,descapotable,55265738G
5994-HLW,N7V98XUR7N8CC1PTM,2014,Volkswagen,Golf,todoterreno,60508210V
7337-FZG,3WSD4PJWX90A5S2EG,2007,Peugeot,3008,monovolumen,25872357W
AB-2394-SX,CEEFM7BP6JTZ4NJ6Y,1998,Mercedes-Benz,S-Class,monovolumen,89015256N
TO-4303-WY,W0D0JWHR2UZN7V8LJ,1992,Toyota,Yaris,cupé,93392320S
4592-KPK,W150D4ZZ7MH0WM6ZD,2019,Kia,Sportage,urbanos,84498552W
8125-GSM,BGB1WZF70VNTFTJZK,2009,Toyota,RAV4,todoterreno,74334682Q
1225-JLN,AB6YN04V39GVKW2PA,2015,Volkswagen,Golf,SUV,21991714B
3098-MFP,F9S5L5R67AVJSFUWR,2023,Honda,Accord,descapotable,29199239A
8636-GNZ,TCBTY4JS12KXGN9HH,2010,Peugeot,308,urbanos,53866692W
2883-KMY,L0YYWALS1PX12FWUT,2019,Honda,CR-V,descapotable,43717296T
3858-KKH,H8TSY2CA9Y59F08FD,2018,Renault,Kadjar,deportivo,54709221H
3248-CCM,D1EX9JE88P8WFEJVE,2003,Volkswagen,Golf,sedán,79810898R
2646-FGV,MAML4R6S88F313BE0,2007,Toyota,Camry,SUV,23242474P
1321-HWT,0G56SDP47STHAR2L5,2011,BMW,320,sedán,08597225D
3140-LPF,0841NDA61GMM5U9YZ,2021,Kia,Picanto,SUV,20858453Y
7344-LLS,RE47JUEB3H2TKGHAR,2020,Renault,Kadjar,berlina,04603209N
OR-2722-GT,5C98J86367P3BFKK7,1991,Volkswagen,Passat,monovolumen,25060070Y
LU-3959-KX,BLM7ZCYL0DCC63MU8,1990,BMW,Z4,berlina,84675521D
2747-MXF,49WTZ3DL6VD38LJY3,2023,Seat,Ibiza,furgoneta,97074632G
BA-6664-FY,3U3RSE315Y82CV65B,1996,Renault,Kadjar,furgoneta,01240490P
M-6083-ST,EFBXPR7F1KBN98GW9,1998,Hyundai,i30,sedán,70515715S
3068-DLC,JZK1J2UU89TAH1NXU,2006,Fiat,Panda,SUV,41514764V
3399-DFT,39RBYXH9907BE2DPG,2006,Mercedes-Benz,C-Class,monovolumen,36584082Y
8559-HXT,MJUGARCN5LS9UP4AE,2014,Fiat,Panda,monovolumen,78344953F
SS-5695-CW,AUSNJU3J19N497TV8,1993,Renault,Scenic,berlina,88623833A
2431-HYR,AX88V67J67P1WNJ02,2012,Volkswagen,Passat,sedán,60146716Z
PM-8277-XZ,0KVRUHAJ9X9AHR64K,1996,Toyota,Yaris,SUV,54321436J
J-8640-FJ,61XC5JLN5H48MDXC1,1994,Toyota,Camry,berlina,36584082Y
9607-LFY,6AFUAHL72R0LHYVNA,2020,Nissan,Qashqai,urbanos,43494857V
2937-GFY,TVPSPDAA2F3U8E4PU,2009,Mercedes-Benz,GLC,sedán,75791835G
SO-1564-KR,C5SK336F1ZWELSDWU,1997,Nissan,Qashqai,cupé,53279629Z
9053-KMG,C1N158LU2P080UM3F,2019,Nissan,Qashqai,furgoneta,09290337Q
4531-DSX,VNGY7DCC7JH2PBE5Z,2006,Volkswagen,Passat,SUV,09992021Q
3693-LLB,7CHFSNHN7JJKTFY7Y,2020,Volkswagen,Passat,sedán,66629362H
8173-DZR,D6LM00FL8AMPFGMH8,2005,Mazda,Mazda3,SUV,84040081J
AV-1410-SB,DWCRJ9CC1XZ2NHD6C,1998,Mazda,Mazda3,cupé,69713680J
3246-BLH,1FEAR5UG2D1KD21EZ,2000,Mazda,Mazda6,berlina,21641068T
8639-KXT,4WMXHWSF2FZ1X84DZ,2018,Mazda,MX-5,sedán,12005347Z
2345-LGG,K2XWEPR52WU461U11,2021,BMW,M3,deportivo,54050901G
L-2010-RK,RHUCN378XECRWPW2S,1993,Nissan,Micra,deportivo,53280011M
Z-5280-NX,RWJ9LDDN0SK77XREK,1999,Volkswagen,Polo,cupé,49474938Y
5789-DVV,N0EVFFTC1E9E7D5ND,2006,Skoda,Octavia,berlina,33078886X
7599-BCH,DU0D13U4XHKGNUZ5Y,2000,Hyundai,Santa Fe,todoterreno,51185766W
1193-LMX,UHGBP5J45TS9R4GK3,2021,BMW,Z4,deportivo,87501482Y
LU-7732-DY,YLUSYWCT57PB6ZYR0,1995,Hyundai,i30,sedán,35055756F
7086-JDV,3JFXPFRL2MLKXE2RB,2015,Peugeot,208,deportivo,61155952X
3707-HRH,K8M3EUB08JXS2E4MX,2014,Nissan,Qashqai,monovolumen,47912920X
4054-CWL,39XPMXUK307PDF2PK,2003,Fiat,Tipo,todoterreno,26121752P
GR-2005-KS,98A717ER199EANB66,1995,Toyota,Yaris,todoterreno,22148159X
8083-LGF,23094DPS6CUYD6JNS,2020,Toyota,Yaris,cupé,51706948G
O-9587-WN,2AEWUCKB4XKYHG7V9,1994,Mercedes-Benz,GLC,descapotable,21194249W
ZA-9846-YY,CM3GW3SA11AKH886N,1998,Ford,Mustang,furgoneta,81079367C
4910-JWT,9SZ7RPNG3JYEC26LC,2017,Audi,Q7,SUV,04988910A
LO-1532-BH,MACMMBKEXJNCTH0CC,1995,Audi,A3,descapotable,17993761X
2864-FGL,WFAK7ZFG33HU3JHR5,2007,Ford,Fiesta,todoterreno,91659317Q
7548-DPX,L1RTX81J6ERK9RBT1,2006,Ford,Fiesta,sedán,45993858E
1630-HFJ,GMCDLWSUXMJDY96VT,2012,Kia,Ceed,berlina,33148928V
3429-FXZ,6W65JVPN4BNSJZ0TW,2007,Volkswagen,Golf,berlina,53280011M
6797-LPB,UZEBAZS68W9EMYX92,2021,Volkswagen,Passat,monovolumen,50269919S
SG-2768-TK,1NGURDH41AJASECXT,1991,Skoda,Octavia,berlina,03461495H
2354-JBV,1CZ8Y0E10NTD043T3,2017,Honda,Accord,deportivo,56795623K
6784-LMM,8W46B5Z9665NNFFFW,2020,Seat,Ibiza,deportivo,81223147G
8880-FGC,N0SGRYNM8SHWA95ST,2008,Fiat,Panda,urbanos,51034246Y
3975-MRR,3575EYL49K5V97E27,2023,Mercedes-Benz,S-Class,furgoneta,27951973G
9856-HRT,NJUBPGE735T81PVS4,2011,Fiat,Tipo,todoterreno,25525114J
1099-DVF,41ZVKABL1YLFCUXH3,2005,Volkswagen,Polo,cupé,15379370Y
6578-JWR,A55LN4FJ6RM1PTSDD,2016,Honda,Jazz,monovolumen,45189383H
9048-HHR,64SELPFF4E0BBAKSB,2012,BMW,320,berlina,62254742K
7798-HTW,GWPVTY1D5NDJJ12C1,2012,Toyota,Corolla,berlina,79810898R
VA-7501-MM,15PFPXKS0J7T124L2,1997,Honda,CR-V,todoterreno,17582316N
5691-HPY,6506LB6Y9JEMCJ46B,2013,Mercedes-Benz,S-Class,urbanos,88937629X
H-6166-GF,PWZ557Y8XU1FXPAJV,1991,Renault,Scenic,todoterreno,61565295E
OR-8689-LS,SK948VW877FP3D82F,1992,Ford,Focus,descapotable,99543375L
6457-JZG,CSR79MUTX1SDNDB8X,2015,Hyundai,Santa Fe,todoterreno,21552708Y
7743-JLJ,TE1Z9L383RU2H0EEX,2017,Volkswagen,Passat,berlina,82912078E
4489-LKK,K293YHN90C7TZAKJ0,2021,Fiat,500,berlina,94047072A
7279-CYG,8LH5V1A48G3A2G9UP,2004,Skoda,Fabia,deportivo,57883826W
3764-DSZ,FTX40X3V38L6DRVD9,2006,Seat,Ibiza,furgoneta,97074632G
3638-GRM,9H1UVRUY7ME5E0CXC,2009,Ford,Mustang,furgoneta,06901389D
B-1204-JX,1DVHLXUZ4M2ES833G,1995,Audi,Q7,sedán,53003570R
CU-2729-FW,JNRYRFYK21X6A9HGB,1991,Mazda,MX-5,sedán,87251769G
3407-FLY,YWLFRWAG7P0C1ZWKJ,2008,Kia,Sportage,SUV,05644226A
CR-2175-JX,P6XBP6KY3Z217X22W,1999,Kia,Ceed,urbanos,31102423Y
Z-6354-KW,YRZL28LC4NY73F4KZ,1990,Nissan,Juke,berlina,43433248W
6373-BTL,440NM5Y02AJ9B25VD,2001,Peugeot,308,monovolumen,54237475W
6216-HDN,3F03T0AJ0TKDMCX2B,2011,Volkswagen,Passat,cupé,08190170P
4793-HJR,V659ZJ1R3XG5KLFJ1,2011,Peugeot,208,urbanos,75580490Y
8133-DGB,2ABMDVLH8149WEB0B,2005,Kia,Sportage,sedán,88402009Z
1189-KNC,LB03S54W3VBJXA7W3,2018,BMW,320,descapotable,67737128N
7340-KDW,NV3U72SH7X45P60VE,2019,BMW,320,cupé,06757517W
4756-DDW,NYLEY1P51KJJPC78T,2006,Skoda,Superb,urbanos,18544201Z
S-7855-SY,3MBKYTHG0FSVNBZB4,1998,Fiat,Panda,deportivo,58522182Q
9178-LHH,X1PYGRWH5J0RD9J9P,2021,Peugeot,3008,descapotable,41919481A
TO-4435-MH,EX0U1C0Z8J1V0MV7A,1994,Mercedes-Benz,GLC,berlina,12369759Z
P-9359-SJ,9JVUSPRW75YF4P6NC,1991,Peugeot,208,descapotable,15773651K
7502-HTN,T2646TZ36A78B4KB8,2011,Ford,Mustang,berlina,28455594V
6579-DJM,3ER1VTES43R59HM54,2005,Kia,Picanto,cupé,08597225D
8972-LKP,TSKX3WPL004C9JDWX,2022,Fiat,500,SUV,30360483T
6844-HTG,UV4VTAH36BTB6GY7W,2014,Audi,Q7,monovolumen,46355757Q
6016-CDK,AP2CNBDM4F4V7FBDR,2003,BMW,Z4,SUV,80733817E
8219-CMB,ZSKUBPB2X9DHZFRCG,2004,Mazda,CX-5,todoterreno,44901561H
1128-CLH,13AYB0747XMFFUEHZ,2004,Mercedes-Benz,S-Class,urbanos,05078730P
8088-LTL,18LZZYGT0S26S2U1B,2020,Ford,Fiesta,deportivo,71763916Y
5591-JVN,9TSNDWRL87WULX4YS,2016,Honda,Jazz,SUV,46451663N
2469-DVF,BGUS5Z8U4A4K088Y7,2006,Honda,CR-V,deportivo,07592906P
5133-GVJ,MCHP1G9477CM85S84,2010,Nissan,Qashqai,SUV,91246087G
AV-7563-XV,6EU6H2XZ8GNPGLVMY,1992,Peugeot,308,deportivo,73807886N
2965-BBN,3F3AX5K4X5TU8C1WB,2001,Peugeot,308,berlina,91601045A
CU-7994-KY,5LN0LXDL18GSRNS1P,1996,Kia,Sportage,todoterreno,57092075A
BI-6241-GD,3RA50D6UX26HDKHWR,1993,Peugeot,208,urbanos,39953084Z
5480-FMG,FNME7ZEH6HDD6W54H,2007,Ford,Focus,sedán,11365569G
BA-4130-KS,WEZCW5NY575LSF5ER,1994,Toyota,Corolla,sedán,87093250R
O-1566-KK,L4WH7JV507BEADW7X,1995,Kia,Ceed,descapotable,69713680J
2509-JZH,92F9WED32J08P10MM,2016,Honda,Jazz,monovolumen,43494857V
7678-DDW,TJE990F44H3M13SNY,2005,Hyundai,Santa Fe,berlina,23481598R
LO-7707-PJ,STZS2MP89DNVCGTE5,1999,Honda,Jazz,furgoneta,65102048L
BU-5705-TD,WTWNLTTX92Z3C10FB,1993,Seat,Ibiza,SUV,90940056B
OR-3053-YF,KS79SFW1X2ZWS69PE,1995,Fiat,Panda,berlina,16177844N
7002-HLW,V9STD8ZT5SKEH9666,2012,Toyota,RAV4,berlina,67347548Y
BI-3644-MD,V9FLGW9Y8YEA3KVCR,1991,Peugeot,208,sedán,00440126K
6544-GLB,Z8W4JZVZ14YS96T6M,2009,Peugeot,308,furgoneta,37089394P
2713-LBW,7AGL3A349XJ72KZB9,2021,Toyota,Corolla,sedán,33471052A
HU-1252-KL,XDLXEVFU586068GJH,1992,Fiat,500,berlina,11931914C
4342-BZH,CH6S1MAM2A3ND5DX8,2001,Seat,Ibiza,monovolumen,54321436J
1038-KXV,Z8L4EC5D20DE197EX,2019,Mercedes-Benz,GLC,todoterreno,65230884D
5762-CSM,5Y4BG0BZXYFH040ZM,2004,Renault,Scenic,todoterreno,47346135Z
4666-BNZ,GRKKK7T8XFHTD2XWU,2002,Fiat,Punto,furgoneta,45993858E
8650-JMH,CX7X9XBS1YGWDM8RG,2017,Audi,A4,monovolumen,24175706S
P-3796-XZ,E6TWW67M4UD2L793Y,1993,Skoda,Octavia,urbanos,15773651K
AB-8243-GW,MK55G7VF9S2Y3PVN9,1993,BMW,Z4,cupé,20133453N
5848-LSH,3ZFDYLL68RZ8GC4DX,2020,Kia,Picanto,monovolumen,08702735H
1610-KSH,6H011FN57WGTXVT6T,2019,Honda,Accord,deportivo,23607558J
3518-BLN,YHVW98VU1526S76EL,2000,Fiat,500,furgoneta,57895809W
7623-LYF,0CLS60F04J5PB66FF,2021,Renault,Kadjar,deportivo,07149541Z
ZA-1376-TR,JTK4Z066XMJYX5GDU,1999,Mercedes-Benz,S-Class,SUV,14164253W
7748-HNW,V5CRX5TL5JFK0HGB3,2014,Hyundai,Tucson,todoterreno,66045105F
8393-HTX,1XT9A7U453RY7FLMW,2012,Ford,Focus,descapotable,81074757X
6346-BRS,0A19B8YN88229PRHD,2002,Mazda,Mazda3,deportivo,72435019S
8249-HFC,GDPPX89F07SJC72T2,2011,Nissan,Qashqai,deportivo,16177844N
5154-LFT,DZH9BLPXXGB5UP1R6,2021,Kia,Sportage,urbanos,01347649X
PM-7069-NN,W88UU6UH3YUT41F3T,1999,Renault,Megane,deportivo,16344609G
9634-HGS,4GZUMH525Z4YXSSL2,2011,Ford,Mustang,sedán,19165486T
8516-HCZ,SWMYYSJ8034RBNYGD,2014,Ford,Mustang,berlina,73477279F
5308-BHS,C0HLAW4E5HRP696R4,2000,BMW,X5,furgoneta,54464645R
BU-3819-ZT,XR74FXSA7JM9RKVHL,1995,Skoda,Octavia,berlina,44228695V
7094-GNR,VN4U8LLNXJBFYA193,2009,Skoda,Octavia,deportivo,01315548V
PO-1088-KR,UR2Z67KBX175CJLYK,1998,Mazda,MX-5,todoterreno,90940056B
7614-LSG,SDFCP8PX40J3EX23G,2021,Peugeot,308,deportivo,16658718W
1668-HLS,BGZ4XKF98KG2PPVY4,2011,Renault,Megane,descapotable,46814436Y
1737-BRL,FVNW91BV7BER8X6V6,2000,Volkswagen,Polo,berlina,39988436S
AL-9129-TF,FFL113829FNKWF0PS,1998,Mercedes-Benz,C-Class,descapotable,94018141Y
T-5321-KB,R32J8V1L1BYED09YZ,1995,Kia,Sportage,deportivo,12400812V
GR-9029-HP,M9N304RJ6WWSTSAC5,1998,Toyota,RAV4,monovolumen,41147296C
3320-FFC,LGVX6G2T7L736NV3P,2007,Mercedes-Benz,GLC,berlina,12134856X
7260-JYF,3W2BVPV786ZH3YMP3,2017,Kia,Sportage,monovolumen,22148159X
3305-LHX,S455XP7K4AVT0CN41,2021,Toyota,Yaris,SUV,49985922E
8088-LNM,RTYCRDYU0ZGTK04SE,2022,Peugeot,508,monovolumen,76346370D
8946-BZP,GNET10PT8NV3AU5WT,2002,Honda,Accord,descapotable,47816998K
4819-KBK,5F93X8AA9WKHE1H3N,2018,Nissan,Qashqai,monovolumen,67591083V
6440-BCD,XZXHU8XM69PS60A0B,2001,Skoda,Fabia,monovolumen,55744772V
SA-9213-LM,HT267L4S1U16NBY38,1990,Kia,Sportage,monovolumen,57895809W
3099-MJH,ZK94HNUU4DKTN6JTV,2023,Seat,Leon,descapotable,42396623X
4327-BPZ,42BSRWZV39L9LK8Y6,2002,Nissan,Juke,berlina,87013597C
9533-JNW,Y6GXNNFW3UXNRGGNB,2016,Volkswagen,Tiguan,todoterreno,12987418P
9713-KGW,6SU8NVJ9777UZMLD2,2019,BMW,Z4,berlina,85468975D
7034-GGH,8KEYCE3GXDRXMA45S,2009,Honda,Jazz,berlina,46814436Y
9844-JTB,F2LB5BWB75PHUP3U2,2017,Audi,A4,monovolumen,51469076K
2911-BRS,0J70P22T7TZC0PDMK,2002,Volkswagen,Passat,sedán,92109413W
7270-LLF,GKCYLK5A49AK0Y0C8,2022,Seat,Ateca,deportivo,62254742K
9887-CZL,8R8FGKZ56L1ZSP49L,2004,Mercedes-Benz,E-Class,descapotable,11748352K
9747-GKW,ZTJTLDSW1LGH1423A,2009,Seat,Leon,sedán,47460755W
LE-3356-LY,0KBMX0NZ8SKUJG6LL,1993,Peugeot,308,urbanos,53303568X
A-9056-WZ,PJ8F4ZAL1JN577RWE,1999,Toyota,Camry,urbanos,20766588A
7410-JPH,SB3NBPZJ1H1VPUBZ0,2015,Honda,Accord,deportivo,14893268D
3756-BNH,215DANAD9Y7UAG8FA,2002,Audi,A3,berlina,10119844M
9858-BTL,Y20YGULA2WZF2WJN3,2002,Toyota,RAV4,furgoneta,51706948G
LE-7426-RK,RJ4V1S8F8MPHRNNBG,1997,Honda,CR-V,monovolumen,72259682F
2483-HZW,JG1C3XHG4GFGUWLBB,2013,Toyota,Yaris,deportivo,44896044K
6599-BXF,CTAS2G2K2ECPYR4FT,2000,BMW,320,deportivo,50640758W
9021-DXL,3MYYP1YBX5VCN2HRH,2006,Fiat,Tipo,monovolumen,15506395W
NA-4771-BY,CJDWER463HS5WP9Y0,1991,Honda,Civic,monovolumen,00679639N
4772-GWY,R9P9N3YJ33YV8L6HT,2010,Kia,Sorento,urbanos,90440142W
1093-DNG,7NY4WFE27HKUN3F92,2006,Toyota,Corolla,cupé,64412056G
7119-HKY,BY85LPUK1X3R99TUT,2011,Kia,Sportage,SUV,72662870M
9468-JRB,XF0XGM3501H3FXZ6P,2017,BMW,320,berlina,24686692X
3435-BSM,Z9H8BGUK72R70Z6V5,2002,Mazda,MX-5,urbanos,24089148Y
B-3685-CW,6TDN5J7W37TU7JJBF,1990,Seat,Ibiza,monovolumen,08929978K
